entity,type
Tổ chức Hiệp ước Bắc Đại Tây Dương,ORG
Ý,PER
Điện Kremlin,ORG
Allen,PER
Cathy Allen,PER
Dân chủ,ORG
Herschel Walker,PER
Joe Biden,PER
Maura Healey,PER
Raphael Warnock,PER
Thanh Niên,ORG
Tina Kotek,PER
Trung tâm Hoa Kỳ,ORG
Trung tâm về Phụ nữ và Dân chủ,ORG
Tổ chức The Connections Group,ORG
Tổng lãnh sự quán Mỹ,ORG
chính,ORG
Đài NBC News,ORG
Đại học Washington,ORG
đảng Cộng hòa,ORG
đảng Dân chủ,ORG
Austin,PER
Bộ Quốc phòng,ORG
DoD,ORG
Joe Biden,PER
Lloyd Austin,PER
Lầu Năm Góc,PER
McCord,PER
Michael McCord,PER
Nancy Pelosi,PER
Poilitico,ORG
Politico,ORG
tạp chí Politico,ORG
tập đoàn Northrop Grumman,ORG
viện,ORG
. Bush,PER
Antony Blinken,PER
Biden,PER
Bush,PER
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nga,ORG
Dmitry Peskov,PER
EU,ORG
Emmanuel Macron,PER
George,PER
Justin Trudeau,PER
Kremlin,ORG
Liên minh châu Âu,ORG
Lầu Năm Góc,ORG
Macron,PER
Mỹ,PER
Peskov,PER
Putin,PER
Quốc phòng,ORG
Reuters,ORG
Roman Starovoyt,PER
Sergei Shoigu,PER
Shoigu,PER
Starovoyt,PER
Starovoyteg,PER
The Wall Street Journal,ORG
Vladimir Putin,PER
Volodymyr Zelensky,PER
W,PER
báo The Globe and Mail,ORG
công ty Tallysman Wireless,ORG
hãng RIA Novosti,ORG
tổ chức phi lợi nhuận Statewatch,ORG
Điện Kremlin,ORG
Đài CBS News,ORG
Đài CNN,ORG
Đài Global News,ORG
AJ,PER
Antoine Roy Sirous,PER
Bryan Young,PER
Business Insider,ORG
Davis,PER
Dmytro Kuleba,PER
Edvard Selander Patrignani,PER
Emile,PER
Kacper Rekawek,PER
Lipka,PER
Luke “ Skywalker ” Lusyszyn,PER
Lusyszyn,PER
Lữ đoàn Ivan Bohun,ORG
Maria Lipka,PER
Mavericks,ORG
Miroshnichenk,PER
Miroshnichenko,PER
Quân đoàn GUR,ORG
Ruslan,PER
Ruslan Miroshnichenk,PER
The Kyiv Independent,ORG
The Military Times,ORG
Tiểu đoàn 517,ORG
Trent Davis,PER
Trung tâm Nghiên cứu về chủ nghĩa cực đoan,ORG
Volodymyr Zelensky,PER
Young,PER
báo Business Insider,ORG
báo The Military Times,ORG
trang,ORG
tạp chí Politico,ORG
tờ The New York Times,ORG
Đại học Oslo,ORG
Đại sứ quán Ukraine,ORG
Bộ Quốc phòng,ORG
Bộ Quốc phòng Trung Quốc,ORG
Lầu Năm Góc,PER
Reuters,ORG
Viện Nghiên cứu hòa bình quốc tế Stockholm,ORG
Choi,PER
Seo,PER
Justin Trudeau,PER
Melanie Joly,PER
Reuters,ORG
Shahed Aviation Industries,ORG
Statewatch,ORG
Trudeau,PER
Volodymyr Zelensky,PER
báo The Globe and Mail,ORG
công ty Tallysman Wireless,ORG
tổ chức phi lợi nhuận Statewatch,ORG
Đài Global News,ORG
Alejandro Mayorkas,PER
Bộ An ninh nội địa,ORG
Bộ Năng lượng,ORG
FBI,ORG
Jeff Brooks,PER
Joe Biden,PER
Reuters,ORG
Ronnie Fields,PER
Roy Cooper,PER
công ty điện lực Duke,ORG
. Bush,PER
Bush,PER
EU,ORG
George,PER
Liên minh châu Âu,ORG
Macron,PER
Mỹ,PER
NATO,ORG
Nga,PER
Putin,PER
RT,ORG
W,PER
Đài CBS News,ORG
Bộ Quốc phòng Mỹ,ORG
Joe Biden,PER
The Wall Street Journal,ORG
Tên lửa Chiến thuật Lục quân,ORG
Volodymyr Zelensky,PER
Zelensky,PER
David Rivera,PER
Esther Nuhfer,PER
Interamerican Consulting,ORG
Maduro,PER
Nicolas Maduro,PER
Nuhfer,PER
PDV USA,ORG
PDVSA,ORG
Reuters,ORG
Rivera,PER
công ty dầu khí nhà nước Venezuela,ORG
BioNTech,ORG
Moderna,ORG
Pfizer,ORG
Reuters,ORG
Viện Y tế quốc gia Mỹ,ORG
Bộ Quốc phòng Nhật Bản,ORG
Bộ Tài chính,ORG
Dân chủ tự do,ORG
Kishida,PER
Kyodo News,ORG
LDP,ORG
Shunichi Suzuki,PER
Tài chính,ORG
Yasukazu Hamada,PER
phòng,ORG
Antony Blinken,PER
Biden,PER
Bộ Ngoại giao,ORG
Bộ Năng lượng,ORG
Comber,PER
Comer,PER
James Comer,PER
Joe Biden,PER
Nhà Trắng,ORG
Tờ New York Post,ORG
tờ The New York Times,ORG
Ủy ban Giao dịch và Chứng khoán,ORG
Ủy ban Giám sát Hạ viện,ORG
AFP,ORG
Adam Kinzinger,PER
Asa Hutchinson,PER
Charlie Crist,PER
Chris Christie,PER
Chuck Schumer,PER
Cộng,PER
Cộng hòa,ORG
DeSantis,PER
Do,PER
Don Beyer,PER
Donald Trump,PER
Dân chủ,ORG
Haley,PER
John Bolton,PER
Kanye West,PER
Kevin McCarthy,PER
Larry Hogan,PER
Liz Cheney,PER
Mike Pence,PER
Mike Pompeo,PER
Mike Turner,PER
Mitch McConnell,PER
Nhà Trắng,ORG
Nick Fuentes,PER
Nikki Haley,PER
Ron DeSantis,PER
Ted Cruz,PER
Ted Lieu,PER
The Washington Post,ORG
Trump,PER
Truth Social,ORG
hòa,PER
tờ,ORG
tờ The Hill,ORG
Đảng Dân chủ,ORG
đảng,PER
đảng Cộng hòa,ORG
Ủy ban Tình báo Hạ viện,ORG
Biden,PER
Macron,PER
Bộ Ngoại giao Trung Quốc,ORG
EU,ORG
G7,ORG
Hãng tin RIA,ORG
Hãng tin TASS,ORG
Liên minh Châu Âu,ORG
Liên minh OPEC +,ORG
OPEC,ORG
Reuters,ORG
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nga,ORG
The Guardian,ORG
Vladimir Putin,PER
hãng RIA Novosti,ORG
Điện Kremlin,ORG
Đài CNN,ORG
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nga,ORG
Công ty năng lượng nhà nước Ukrenergo,ORG
Putin,PER
Reuters,ORG
The Guardian,ORG
Vladimir Putin,PER
AFP,ORG
Guardia Civil,PER
AFP,ORG
Bloomberg,ORG
Bundeswehr,ORG
Báo Rheinische Post,ORG
Bộ Quốc phòng,ORG
Donald Trump,PER
NATO,ORG
Olaf Scholz,PER
Scholz,PER
Viện Kinh tế Đức,ORG
Anne Bjerde,PER
Avril Haines,PER
Bjerde,PER
Báo Kyiv Independent,ORG
Bộ Quốc phòng Anh,ORG
Bộ Tổng tham mưu quân đội Ukraine,ORG
Cộng hòa Nhân dân Donetsk,ORG
DPR,ORG
DTEK,ORG
Elon Musk,PER
Haines,PER
Kyiv Independent,ORG
Liên minh châu Âu,ORG
Musk,PER
Mykhailo Podolyak,PER
Ngân hàng Thế giới,ORG
Olaf Scholz,PER
RIA,ORG
Reuters,ORG
The Guardian,ORG
Trung tâm Kiểm soát và Điều phối hỗn hợp,ORG
Twitter,ORG
Vitaliy Klitschko,PER
Vladimir Putin,PER
Volodymyr Zelensky,PER
World Bank,ORG
điện lực,ORG
Bộ Quốc phòng Hàn Quốc,ORG
JSDF,ORG
Kyodo News,ORG
Lực lượng Phòng vệ Mặt đất Nhật Bản,ORG
Reuters,ORG
Yonhap,ORG
AP,ORG
Bùi Xuân Cường,PER
Cường,PER
Dàn nhạc Giao hưởng Thái Lan,ORG
Lãnh sự quán Thái Lan,ORG
Tổng,PER
Tổng Lãnh sự quán Thái Lan,ORG
UBND TP. HCM,ORG
Wiraka,PER
Wiraka Mudhitaporn,PER
học Xanh,ORG
AFP,ORG
Nan Tian,PER
SIPRI,ORG
Tian,PER
Viện Nghiên cứu Hòa bình Thế giới,ORG
EU,ORG
Michel,PER
5G,ORG
BBC,ORG
Cao ủy Thị trường Nội địa,ORG
Dai Whittingham,PER
EC,ORG
EE,ORG
EU,ORG
Thierry Breton,PER
Whittingham,PER
Ủy ban An toàn bay,ORG
Ủy ban châu Âu,ORG
Hoàn Cầu thời báo,ORG
AFP,ORG
Antony Blinken,PER
Baruch Goldstein,PER
Ben - Gvir,PER
Benjamin Netanyahu,PER
Biden,PER
Blinken,PER
Itamar Ben - Gvir,PER
Joe Biden,PER
Netanyahu,PER
Religious Zionism,ORG
đảng Dân chủ,ORG
đảng Religious Zionism,ORG
Bộ Tài nguyên và Môi trường Nga,ORG
Cơ quan Thủy sản liên bang Nga,ORG
IUCN,ORG
Liên minh Bảo tồn thiên nhiên quốc tế,ORG
The Guardian,ORG
Trung tâm Bảo tồn môi trường Caspi,ORG
Zaur Gapizov,PER
Anne Bjerde,PER
Bjerde,PER
Báo Kyiv Independent,ORG
DTEK,ORG
Ngân hàng Thế giới,ORG
Reuters,ORG
Vitaliy Klitschko,PER
Volodymyr Zelensky,PER
World Bank,ORG
điện lực,ORG
Adam Kinzinger,PER
Chuck Schumer,PER
Cộng hòa,PER
Don Beyer,PER
Dân chủ,ORG
Hakeem Jeffries,PER
John Bolton,PER
Mike Turner,PER
Nhà Trắng,ORG
Ted Lieu,PER
Trump,PER
hòa,ORG
đảng Cộng hòa,ORG
đảng Dân chủ,ORG
Ủy ban Tình báo Hạ viện,ORG
Công ty Downer,ORG
Công ty Điện lực Energex,ORG
Kane Minion,PER
Minion,PER
News,ORG
Tờ Courier - Mail,ORG
Bộ Tư pháp,ORG
Cơ quan Di trú Nhật,ORG
JCER,ORG
Trung tâm Nghiên cứu kinh tế Nhật Bản,ORG
Tờ Nikkei Asia,ORG
AP,ORG
EU,ORG
EUWat,ORG
Hãng tin TASS,ORG
John Kemp,PER
Liên minh châu Âu,ORG
Pavel Molchanov,PER
Raymond James,ORG
Reuters,ORG
Simone Tagliapietra,PER
Tagliapietra,PER
Ursula von der Leyen,PER
tổ chức nghiên cứu Bruegel,ORG
von der Leyen,PER
Điện Kremlin,ORG
Đại sứ quán Nga,ORG
Ủy ban Châu Âu,ORG
. Kyiv,PER
Elon Musk,PER
Kyiv,PER
Liên Hiệp Quốc,ORG
Musk,PER
Mykhailo Podolyak,PER
Podolyak,PER
Reuters,ORG
Twitter,ORG
Volodymyr Zelensky,PER
công ty SpaceX,ORG
EU,ORG
Emmanuel Macron,PER
Joe Biden,PER
Lange,PER
Bates,PER
Cộng hòa,ORG
Elon Musk,PER
Hunter Biden,PER
Musk,PER
Nhà Trắng,ORG
Trump,PER
Truth Social,ORG
Twitter,ORG
báo New York Post,ORG
Đài CNN,ORG
đảng Dân chủ Biden,ORG
Bộ Kế hoạch và Đầu tư,ORG
Công ty RE / MAX,ORG
Công ty Viet River Holdings,ORG
Fiso Investment,ORG
Fonterra,ORG
John Fiso,PER
Mike Cronin,PER
Nguyễn Trương Khoa,PER
Nutifood,ORG
Tập đoàn Fonterra,ORG
Viet,ORG
VietTechNZ,ORG
Vinamilk,ORG
Vương Đình Huệ,PER
quán,ORG
AFP,ORG
Avril Haines,PER
Bộ Quốc phòng Nga,ORG
Cộng hòa Nhân dân Donetsk,ORG
Cộng hòa Nhân dân Luhansk,ORG
DPR,ORG
EU,ORG
G7,ORG
Haines,PER
Hàng không vũ trụ,ORG
Igor Konashenkov,PER
Konashenkov,PER
Lực,ORG
Nội vụ,ORG
Putin,PER
Reuters,ORG
TASS,ORG
The Kyiv Independent,ORG
Tình báo Quốc gia Mỹ,ORG
Vitali Kim,PER
Volodymyr Zelensky,PER
Yenin,PER
Yevgueny Yenin,PER
quân Ukraine,ORG
AFP,ORG
Bộ Quốc phòng Đức,ORG
Olaf Scholz,PER
tập đoàn Lockheed Martin,ORG
Amini,PER
Hãng thông tấn ISNA,ORG
ISNA,ORG
Liên Hiệp Quốc,ORG
Mahmoud Ahmadinejad,PER
Mohammad Jafar Montazeri,PER
Montazeri,PER
Reuters,ORG
Avril Haines,PER
Bộ Ngoại giao Mỹ,ORG
EU,ORG
Emmanuel Macron,PER
G7,ORG
Macron,PER
NATO,ORG
Putin,PER
Reuters,ORG
TF1,ORG
The Guardian,ORG
Tình báo Quốc gia Mỹ,ORG
Victoria Nuland,PER
Vladimir Putin,PER
Volodymyr Zelensky,PER
Zelensky,PER
Barrio 18,ORG
Bill Clinton,PER
Bukele,PER
Funes,PER
MS - 13,ORG
Mauricio Funes,PER
Reuters,ORG
báo The New York Times,ORG
Đài BBC,ORG
Đại học Trung Mỹ,ORG
Alfianto,PER
BNPB,ORG
Bayu Deny Alfianto,PER
Cơ quan Khí tượng Nhật Bản,ORG
Cơ quan giảm nhẹ thiên tai Indonesia,ORG
Reuters,ORG
Thoriqul Haq,PER
Trung tâm giảm thiểu rủi ro địa chất và núi lửa củaMB,ORG
Đài Kompas TV,ORG
Amy Ndiaye Gniby,PER
BBY,ORG
Gniby,PER
Macky Sall,PER
Massata Samb,PER
Sall,PER
Samb,PER
liên minh Benno Bokk Yakaar,ORG
21,PER
AP,ORG
Austin,PER
Bộ Quốc phòng,ORG
L,ORG
Lloyd Austin,PER
Ngân sách Quốc hội Mỹ,ORG
Vladimir Putin,PER
Văn phòng,ORG
phòng,ORG
Lim,PER
Lực lượng Cảnh sát Singapore,ORG
Becerra,PER
Bộ Y tế,ORG
Joe Biden,PER
Tổ chức Y tế thế giới,ORG
WHO,ORG
Adeson,PER
Eric Adeson,PER
Vaughn,PER
Hãng thông tấn Kyodo News,ORG
Kaori Komatsu,PER
Rie Hattori,PER
Sachi Miura,PER
Toshihiko Sakurai,PER
trường Sakura Hoikuen,ORG
Avril Haines,PER
Bộ Ngoại giao Mỹ,ORG
Bộ Ngoại giao Nga,ORG
Haines,PER
Joe Biden,PER
Maria Zakharova,PER
NATO,ORG
Nga,PER
Nuland,PER
Putin,PER
Reuters,ORG
Tình báo Quốc gia Mỹ,ORG
Victoria Nuland,PER
Volodymyr Zelensky,PER
Zakharova,PER
kênh Telegram,ORG
Điện Kremlin,ORG
.,PER
Bloomberg,ORG
Brooke Oberwetter,PER
ByteDance,PER
Christopher Wray,PER
Công ty ByteDance,ORG
Cục Điều tra liên bang Mỹ,ORG
Donald Trump,PER
FBI,ORG
Facebook,PER
Hilary McQuaide,PER
Jess Joho,PER
Musical,PER
The Wall Street Journal,ORG
Tik,PER
TikTok,PER
Tikok,PER
Trung tâm Luật pháp cho các nạn nhân mạng xã hội Mỹ,ORG
Wired,ORG
ly,PER
tờ,ORG
tờ The New York Times,ORG
Đài ABC,ORG
-,PER
David,PER
Emma,PER
Fred,PER
Hollins,PER
James Cook,PER
Joe Hollins,PER
Jonathan,PER
Malila,PER
Matt Joshua,PER
Sở du lịch St. Helena,ORG
Thế,ORG
Tu,PER
William Grey,PER
Wilson,PER
tổ chức Kỷ lục Guinness Thế giới,ORG
Đài CNN,ORG
’ i,PER
Ankara,ORG
Cơ quan Di trú Thụy Điển,ORG
Di trú,ORG
EU,ORG
Fethullah Gulen,PER
Gulen,PER
Mahmut Tat,PER
Maria Malmer Stenergard,PER
NATO,ORG
PKK,ORG
Recep Tayyip Erdogan,PER
Reuters,ORG
SVT,PER
Tat,PER
tổ chức Đảng Công nhân người Kurd,ORG
Đài truyền hình nhà nước Thổ Nhĩ Kỳ TRT,ORG
đài truyền hình nhà nước Thụy Điển SVT,ORG
CDC,ORG
Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh Mỹ,ORG
báo The Hill,ORG
B,PER
Northrop,ORG
Reuters,ORG
Andriy Yermak,PER
Bộ Quốc phòng Anh,ORG
Cơ quan Năng lượng nguyên tử quốc tế,ORG
EU,ORG
G7,ORG
IAEA,ORG
Joe Biden,PER
Kremlin,ORG
Liên minh châu Âu,ORG
Nhà Trắng,ORG
Reuters,ORG
The Guardian,ORG
Vladimir Putin,PER
sứ quán Nga,ORG
tờ,ORG
Adrian Rurawhe,PER
Dương,ORG
Jacinda Ardern,PER
Nguyễn Văn Trung,PER
Quốc,ORG
Quốc hội,ORG
Quốc hội New Zealand,ORG
Quốc hội Việt Nam,ORG
Rabel,PER
Roberto Rabel,PER
Trung tâm Nghiên cứu chiến lược,ORG
Việt Nam,ORG
Vương Đình Huệ,PER
sứ quán,ORG
tác toàn diện và tiến bộ xuyên Thái,ORG
tế khu vực,ORG
Đại học Victoria Wellington,ORG
Đại sứ quán Việt Nam,ORG
AFP,ORG
Alexander Lukashenko,PER
Andriy Yermak,PER
Arvydas Anusauskas,PER
Belta,ORG
Báo Kyiv Independent,ORG
Bộ Quốc phòng Anh,ORG
Bộ Tư lệnh miền nam Ukraine,ORG
Cao ủy chính sách đối ngoại,ORG
Cộng hòa Nhân dân Donetsk,ORG
Cộng hòa Nhân dân Luhansk ”,ORG
DPR,ORG
Dmitry Peskov,PER
EU,ORG
G7,ORG
Hãng tin TASS,ORG
Josep Borrell,PER
Kiyv,PER
Liên minh châu Âu,ORG
Natalia Humeniuk,PER
Peskov,PER
Quốc phòng,ORG
Raytheon,ORG
Reuters,ORG
Sergei Shoigu,PER
Sứ mệnh Hỗ trợ,ORG
The Washington Post,ORG
Ursula von der Leyen,PER
Viktor Khrenin,PER
Vladimir Bidevka,PER
Vladimir Putin,PER
Yaroslav Yanushevych,PER
báo Anhkhmut,PER
nghị viện Cộng hòa Nhân dân Donetsk,ORG
tờ The Washington Post,ORG
Điện Kremlin,ORG
Đài NHK,ORG
Đại sứ quán Nga,ORG
Ủy ban châu Âu,ORG
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nhật,ORG
Kyodo,ORG
Lữ đoàn số 15,ORG
l,ORG
lượng Phòng vệ trên bộ,ORG
quân Lục chiến,ORG
Dadak,PER
Kofman,PER
Konrad Muzyka,PER
Michael Kofman,PER
Muzyka,PER
Rochan Consulting,ORG
The Washington Post,ORG
Trung tâm An ninh Mỹ mới,ORG
Victor Dadak,PER
AFP,ORG
An ninh quốc gia,ORG
Hãng Yonhap,ORG
Kim Hong - hee,PER
Lee,PER
Lee Dae - jun,PER
Moon Jae - in,PER
Suh,PER
Suh Hoon,PER
Suh Wook,PER
Yoon Suk Yeol,PER
sát biển,ORG
Hãng thông tấn trung ương Triều Tiên,ORG
KCNA,ORG
Kim Jong - un,PER
Kwon,PER
Kwon Yong - soo,PER
Tờ Nikkei Asia,ORG
Đại học Quốc phòng Hàn Quốc,ORG
AFP,ORG
Andriy Yermak,PER
Bộ Quốc phòng Anh,ORG
Cao ủy chính sách đối ngoại,ORG
Cộng hòa Nhân dân Donetsk,ORG
DPR,ORG
EU,ORG
G7,ORG
Hãng tin TASS,ORG
Josep Borrell,PER
Liên minh châu Âu,ORG
Raytheon,ORG
Reuters,ORG
Sứ mệnh Hỗ trợ,ORG
TASS,ORG
Ursula von der Leyen,PER
Vladimir Bidevka,PER
báo Anhkhmut,PER
nghị viện,ORG
Điện Kremlin,ORG
Đài NHK,ORG
Đại sứ quán Nga,ORG
Ủy ban châu Âu,ORG
AFP,ORG
Andriy Yermakeg,PER
EU,ORG
G7,ORG
Hãng tin TASS,ORG
Liên minh châu Âu,ORG
Reuters,ORG
Ursula von der Leyen,PER
Điện Kremlin,ORG
Đài NHK,ORG
Đại sứ quán Nga,ORG
Ủy ban châu Âu,ORG
Alexis Rodriguez,PER
Cơ quan Hàng không Vũ trụ Mỹ,ORG
Hố,PER
NASA,ORG
Space,ORG
Viking,ORG
Viện Khoa học Hành tinh,ORG
Bùi Thanh Sơn,PER
Mãi,PER
Ngoại giao,ORG
Phan Văn Mãi,PER
Sơn,PER
UBND TP. HCM,ORG
Quân khu miền Đông Nga,ORG
The Bell,ORG
The Eurasian Times,ORG
Bộ chỉ huy chiến lược Mỹ,ORG
Charles Richard,PER
Đài CNN,ORG
Nga,PER
Olaf Scholz,PER
Putin,PER
RT,ORG
Scholz,PER
Tổng,PER
Vladimir Putin,PER
Điện Kremlin,ORG
Emma,PER
Frederica,PER
Guinness,ORG
Jonathan,PER
Napoleon Bonaparte,PER
Nigel Phillips,PER
Phillips,PER
Tổ chức Kỷ lục thế giới,ORG
Tờ The Guardian,ORG
IISS,ORG
Jack Watling,PER
Mykhaylo Zabrodsky,PER
RUSI,ORG
The Economist,ORG
Viện Nghiên cứu Chiến lược quốc tế,ORG
Viện Nghiên cứu Hoàng gia Anh,ORG
tờ,ORG
AFP,ORG
BMW,ORG
Barrett,PER
Deon,PER
Dre Rogers,PER
Hollis,PER
Ian Croxford,PER
Rogers,PER
Shay Hollis,PER
Anatoly Kucherena,PER
Bộ Ngoại giao Mỹ,ORG
CIA,ORG
Cơ quan An ninh Quốc gia,ORG
Cơ quan Tình báo Trung ương Mỹ,ORG
Edward Snowden,PER
Joe Biden,PER
Kucherena,PER
Lindsay Mills,PER
Liên bang Nga,ORG
NSA,ORG
Ned Price,PER
Nhà Trắng,ORG
Price,PER
Snowden,PER
The Guardian,ORG
Vladimir Putin,PER
BAE Systems Plc,ORG
Itsunori Onodera,PER
Mitsubishi Heavy Industries,ORG
Quốc phòng,ORG
Reuters,ORG
đảng Dân chủ Tự do,ORG
21,ORG
B,ORG
Bộ,ORG
Bộ Quốc phòng Mỹ,ORG
Kathy Warden,PER
Lloyd Austin,PER
Lầu Năm Góc,PER
Northrop Grumman,ORG
Quốc phòng,ORG
Spirit,PER
Warden,PER
AFP,ORG
Omicron,PER
Tedros,PER
Tedros Adhanom Ghebreyesus,PER
WHO,ORG
Andrew John Lech Goledzinowski,PER
Hội đồng tư vấn giáo dục quốc tế bang Victoria,ORG
John Brumby,PER
Quốc hội,ORG
Tim Ayres,PER
Vương Đình Huệ,PER
hội,ORG
quán,ORG
Đại học La Trobe,ORG
Đại sứ quán Việt Nam,ORG
Biden,PER
EU,ORG
Emmanuel Macron,PER
Joe Biden,PER
Jon Batiste,PER
Macron,PER
NATO,ORG
Putin,PER
The New York Times,ORG
The Wall Street Journal,ORG
Vladimir Putin,PER
báo The New York Times,ORG
luật,ORG
Điện Kremlin,ORG
Biden,PER
Bộ Ngoại giao Ukraine,ORG
Cavusoglu,PER
Dmitry Peskov,PER
Dmytro Kuleba,PER
Emmanuel Macron,PER
Joe Biden,PER
Mevlut Cavusoglu,PER
Nikolenko,PER
Oleg Nikolenko,PER
Pedro Sanchez,PER
Peskov,PER
Putin,PER
Reuters,ORG
Vladimir Putin,PER
Yanushevych,PER
Yaroslav Yanushevych,PER
Điện Kremlin,ORG
Đại sứ quán Mỹ,ORG
Đại sứ quán Ukraine,ORG
đại sứ quán Ukraine,ORG
Gulbuddin Hekmatyar,PER
Islami,PER
Nizamani,PER
Rehman Nizamani,PER
Reuters,ORG
Shehbaz Sharif,PER
Taliban,ORG
Ubaid Ur,PER
báo The Express Tribune,ORG
Đại sứ quán Pakistan,ORG
đảng Hezb,ORG
AFP,ORG
Hartevelt,PER
Juro Kara,PER
Renee Hartevelt,PER
Sagawa,PER
Bambang Wuryanto,PER
Bộ Tư pháp,ORG
Edward Omar Sharif Hiariej,PER
Hiariej,PER
Reuters,ORG
Suharto,PER
Báo Rodong Sinmun,ORG
Christian Dior,ORG
Joung Eun - lee,PER
Ju,PER
Kim,PER
Kim Jong - un,PER
Kim Ju - ae,PER
Ri,PER
Ri Sol - ju,PER
Rodong Sinmun,ORG
The Korea Herald,ORG
Tờ Rodong Sinmun,ORG
Viện Thống nhất Quốc gia Hàn Quốc,ORG
ae,PER
Ủy ban Trung ương đảng Lao động Triều Tiên,ORG
AP,ORG
AP,ORG
Antony Blinken,PER
Austin,PER
Blinken,PER
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nga,ORG
Lloyd Austin,PER
Lầu Năm Góc,ORG
REUTERS,ORG
RT,ORG
The Wall Street Journal,ORG
Wall Street Journal,ORG
-,PER
Atta,PER
Hiệp hội Phát triển Quốc tế,ORG
IDA,ORG
Ken Ofori,PER
Malpass,PER
Ngân hàng Thế giới,ORG
Reuters,ORG
Tài chính,ORG
WB,ORG
Alexander Novak,PER
EU,ORG
Liên minh châu Âu,ORG
Novak,PER
TASS,ORG
Alan Futerfas,PER
Alvin Bragg,PER
Bộ Tư pháp Mỹ,ORG
Donald Trump,PER
Reuters,ORG
Trump,PER
Trump Organization,ORG
Adrian Rurawhe,PER
Doãn Tấn,PER
Jacinda Arden,PER
Jacinda Ardern,PER
Quốc hội,ORG
Quốc hội New Zealand,ORG
Vương Đình Huệ,PER
Bộ Tài chính,ORG
Cho Hyun - joon,PER
Choo Kyung - ho,PER
Han Jong - hee,PER
Hyosung,ORG
KDB,ORG
Kang Seog - hoon,PER
Không gian Văn hóa Việt Nam,ORG
Kim Jin - pyo,PER
Nguyễn Xuân Phúc,PER
Ngân hàng KDB,ORG
Ngân hàng Phát triển Việt Nam,ORG
Quốc hội Hàn,ORG
Samsung,ORG
Samsung Electronics,ORG
Thế Dũng,PER
Tập đoàn Hyosung,ORG
Tập đoàn Hyosung Cho Hyun - joon,ORG
VDB,ORG
tác Kinh tế toàn diện khu vực,ORG
Annalena Baerbock,PER
EU,ORG
Jaishankar,PER
Ngoại giao,ORG
REUTER,ORG
tờ Financial Times,ORG
đài CNBC,ORG
Dzhaparova,PER
Emine Dzhaparova,PER
FSB,ORG
Iryna Vereshchuk,PER
Iryna Vereshchukoại giao,ORG
Pravda,ORG
Vereshchuk,PER
Bộ Quốc phòng,ORG
Bộ Quốc phòng Nga,ORG
RT,ORG
Roman Starovoyt,PER
Đài RT,ORG
đài RT,ORG
Reuters,ORG
Đại sứ quán Ukraine,ORG
Aleksandr Bogomaz,PER
Lực lượng phản ứng Khẩn cấp,ORG
Telegram,ORG
hãng tin Izvestiya,ORG
Hải quân nhân dân Việt Nam,ORG
Không quân Việt Nam,ORG
Lực lượng vũ trang Ấn,ORG
Nam,ORG
QUANG ĐỊNH,PER
Rajnath Singh,PER
Saurabh Thakur,PER
phòng,ORG
quân,ORG
Đại sứ quán Ấn Độ,ORG
FSB,ORG
EU,ORG
G7,ORG
AFP,ORG
Công ty Dầu khí Quốc gia Iran,ORG
EU,ORG
Gazprom,ORG
Hosseini,PER
Jomart Tokayev,PER
Kassym,PER
"Liên minh các nhà xuất khẩu dầu, khí đốt và",ORG
Mehdi Safari,PER
Moscow,ORG
Ruslan Zheldibay,PER
SEYD Hamid,ORG
Simone Tagliapietra,PER
Viện Nghiên cứu Bruegel,ORG
Vladimir Putin,PER
Anton Gerashchenko,PER
Bộ Nội vụ Ukraine,ORG
CNA,ORG
F,ORG
Lữ đoàn bộ binh cơ giới 58,ORG
Lữ đoàn cơ giới 93,ORG
Michael Kofman,PER
NATO,ORG
The New York Times,ORG
Vladimir Putin,PER
Volodymyr Zelensky,PER
thống,ORG
Bloomberg,ORG
Bộ Tài chính Mỹ,ORG
Bộ Tài chính Nga,ORG
Bộ trưởng Tài chính,ORG
EU,ORG
IMF,ORG
Janet Yellen,PER
Liên minh Châu Âu,ORG
Nhà trắng,ORG
Rystad Energy,ORG
Tây,ORG
Yellen,PER
công ty phân tích thị trường dầu mỏ,ORG
Bộ Quốc phòng,ORG
Cộng hòa Nhân dân Trung Hoa,ORG
Lầu,ORG
Lầu Năm Góc,ORG
Năm Góc,PER
BBC Travel,ORG
Heude,PER
Immersion,ORG
Tour Solidor,ORG
Yannick Heude,PER
Dương Mịch,PER
Huang,PER
SC,ORG
"Bambang Wuryanto,",PER
MS News,ORG
Ủy ban Quốc hội,ORG
The Sun,ORG
Asiaone,ORG
Hãng tin Bernama,ORG
Sumsoa Rashid,PER
ANI,ORG
Atul,PER
Atul Awtade,PER
Atul Uttam Autade,PER
Pinki,PER
Pinki Padgaonkar,PER
Rinki,PER
Shirish Sardeshpande,PER
cơ quan phụ nữ,ORG
Ủy ban Phụ nữ Quốc gia,ORG
"Gonzalo "" N """,PER
Infobae,ORG
Rosa Isela Castro Vazquez,PER
Tổng chưởng lý bang Veracruz,ORG
"Verónica "" N """,PER
TikTokb,PER
Oriental Daily,ORG
